,date,device,failure,metric1,metric2,metric3,metric4,metric5,metric6,metric7,metric9,use_days
2193,2015-01-24,S1F0F4EB,0,195828632,0,0,0,10,224202,0,3,24
2194,2015-01-24,S1F0GJW3,0,158054528,0,0,0,9,225380,0,0,24
2195,2015-01-24,S1F0GKFX,0,135575000,0,0,0,65,240014,0,0,24
2196,2015-01-24,S1F0GKL6,0,30105680,0,0,0,90,238395,0,0,24
2197,2015-01-24,S1F0GPFZ,0,29962464,0,0,0,9,218884,0,0,24
2198,2015-01-24,S1F0GSD9,0,86531512,0,0,0,12,220745,0,0,24
2199,2015-01-24,S1F0GSHB,0,148856360,0,0,0,91,241058,0,0,24
2200,2015-01-24,S1F0J5JH,0,40131904,0,0,0,8,224287,0,0,24
2201,2015-01-24,S1F0JD7P,0,55225272,0,0,0,58,241308,0,0,24
2202,2015-01-24,S1F0JGJV,0,113696104,0,0,0,8,218495,0,0,24
2203,2015-01-24,S1F0L0DW,0,11166104,0,0,0,7,306764,0,0,24
2204,2015-01-24,S1F0LCTV,0,83337864,0,0,1,12,467947,8,0,24
2205,2015-01-24,S1F0LCVC,0,186483248,0,0,0,8,218510,0,0,24
2206,2015-01-24,S1F0LD15,0,87039744,0,0,0,6,308229,0,0,24
2207,2015-01-24,S1F0LD2C,0,227005304,0,0,0,13,457382,0,0,24
2208,2015-01-24,S1F0PJJW,0,109921840,0,0,0,6,263599,0,0,24
2209,2015-01-24,S1F0QF3R,0,218767504,0,0,0,12,220594,0,1,24
2210,2015-01-24,S1F0RR35,0,39369352,152,0,0,12,280596,0,0,24
2211,2015-01-24,S1F0RSZP,0,197165024,0,0,0,13,271681,0,0,24
2212,2015-01-24,S1F0S4CA,0,54509008,712,0,69,12,207195,0,0,24
2213,2015-01-24,S1F0S4EG,0,48810832,0,0,0,6,261737,0,0,24
2214,2015-01-24,S1F0S4T6,0,996592,0,0,0,9,271410,0,0,24
2215,2015-01-24,S1F0S65X,0,88070544,0,0,0,8,270722,0,0,24
2216,2015-01-24,S1F0T2LA,0,106251336,424,0,1,10,272824,0,0,24
2217,2015-01-24,S1F0TQCV,0,219384088,0,0,0,8,313650,0,1,24
2218,2015-01-24,S1F13589,0,120282832,0,0,0,16,328576,0,0,24
2219,2015-01-24,S1F135TN,0,217568032,0,0,0,14,325631,0,0,24
2220,2015-01-24,S1F136J0,0,176790872,0,0,25,16,332624,0,0,24
2221,2015-01-24,S1F13H80,0,179603688,0,0,0,9,219460,0,3,24
2222,2015-01-24,W1F03D4L,0,138937016,392,0,0,17,336333,0,5,11
2223,2015-01-24,W1F03DP4,0,128383448,0,8,15,17,331619,16,1080,11
2224,2015-01-24,W1F08EDA,0,100272328,0,2,0,25,574582,0,0,24
2225,2015-01-24,W1F0FW0S,0,60221064,0,0,17,64,200990,0,2,24
2226,2015-01-24,W1F0GCAZ,0,118946080,0,0,0,10,222823,0,0,24
2227,2015-01-24,W1F0KCP2,0,86147576,0,0,0,6,307401,0,0,24
2228,2015-01-24,W1F0M35B,0,37435976,0,0,0,7,263320,0,0,24
2229,2015-01-24,W1F0M4BZ,0,17683392,0,0,0,8,321111,0,7,24
2230,2015-01-24,W1F0NZZZ,0,45279048,0,0,0,34,276608,0,0,24
2231,2015-01-24,W1F0PAXH,0,30668000,0,0,0,14,320572,0,0,24
2232,2015-01-24,W1F0Q8FH,0,177561712,0,0,2,40,233835,0,10,24
2233,2015-01-24,W1F0SGHR,0,95556800,0,0,0,36,273863,0,0,24
2234,2015-01-24,W1F0T074,0,48462888,704,0,10,36,266503,0,0,24
2235,2015-01-24,W1F0T0B1,0,114105952,0,0,0,8,225311,0,0,24
2236,2015-01-24,W1F0TA59,0,20356808,608,0,0,37,273490,0,0,24
2237,2015-01-24,W1F0VDH2,0,209174536,208,0,0,36,273872,0,0,24
2238,2015-01-24,W1F0WBTM,0,161558952,0,2,0,12,262229,0,41,24
2239,2015-01-24,W1F11ZG9,0,142976896,0,9,214,3,334937,0,1,24
2240,2015-01-24,W1F14XGD,0,191071952,824,0,0,12,221481,0,0,24
2241,2015-01-24,W1F19BPT,0,183136600,16,0,0,23,45,0,0,24
2242,2015-01-24,W1F1BFP5,0,27313056,40,0,12,8,139874,0,0,24
2243,2015-01-24,W1F1BS0H,0,180480128,0,0,0,14,283537,0,0,24
2244,2015-01-24,W1F1BZTM,0,79838680,0,0,0,13,43,0,5,24
2245,2015-01-24,W1F1C9TE,0,189628584,8,0,8,10,7490,0,0,24
2246,2015-01-24,W1F1C9WG,0,220061600,0,0,0,13,43,0,0,24
2247,2015-01-24,W1F1CB5E,0,197138136,40,0,0,9,26,0,0,24
2248,2015-01-24,W1F1CDDP,0,43429424,656,0,2,8,190301,16,0,24
2249,2015-01-24,W1F1CJ1K,0,141016136,0,0,0,9,218629,0,0,24
2250,2015-01-24,W1F1DQN8,0,218033072,0,0,0,10,28,0,0,24
2251,2015-01-24,Z1F04GCH,0,21738576,0,0,0,13,309863,0,0,24
2252,2015-01-24,Z1F0B4XZ,0,1465808,0,70,0,10,278261,0,1165,24
2253,2015-01-24,Z1F0FSBY,0,135638072,1992,0,0,6,205435,0,0,24
2254,2015-01-24,Z1F0K451,0,132267552,0,0,0,7,296080,0,0,24
2255,2015-01-24,Z1F0LSNZ,0,122163216,0,318,0,6,309603,0,18,24
2256,2015-01-24,Z1F0LVGY,0,21287736,0,0,0,7,320221,0,0,24
2257,2015-01-24,Z1F0MCCA,0,21972392,0,0,0,12,326066,0,0,24
2258,2015-01-24,Z1F0MRPJ,0,139218256,0,0,0,9,223349,0,0,24
2259,2015-01-24,Z1F0P16F,0,84694232,1072,0,0,7,289606,0,2,24
2260,2015-01-24,Z1F0P5D9,0,195634376,0,0,0,31,272523,0,2,24
2261,2015-01-24,Z1F0QH0C,0,152231176,0,1,0,8,223614,0,0,24
2262,2015-01-24,Z1F130LH,0,138909160,136,0,0,24,254312,0,0,24
2263,2015-01-24,Z1F148T1,0,165181672,0,0,0,8,198461,0,0,24
2264,2015-01-24,Z1F14BGY,0,128811256,0,0,0,8,203326,0,0,24
2265,2015-01-24,Z1F1653X,0,40624248,0,0,0,8,191009,0,0,24
2266,2015-01-24,Z1F1901P,0,170013184,0,0,0,8,239346,0,0,24
2267,2015-01-24,Z1F1RJFA,0,241182128,1576,1,0,4,332802,0,0,24
2268,2015-01-24,Z1F1VQFY,0,228084112,0,0,0,6,243631,0,0,24
2269,2015-01-25,S1F03YZM,0,192560560,0,0,0,8,223354,0,0,25
2270,2015-01-25,S1F09DZQ,0,125562736,160,0,2,7,397990,0,2,25
2271,2015-01-25,S1F0DSTY,0,49957792,0,0,0,12,457752,0,0,25
2272,2015-01-25,S1F0F4EB,0,138097336,0,0,0,10,224202,0,3,25
2273,2015-01-25,S1F0GJW3,0,95726360,0,0,0,9,225380,0,0,25
2274,2015-01-25,S1F0GKFX,0,210353904,0,0,0,65,240014,0,0,25
2275,2015-01-25,S1F0GKL6,0,149503984,0,0,0,90,238395,0,0,25
2276,2015-01-25,S1F0GPFZ,0,26058760,0,0,0,9,218884,0,0,25
2277,2015-01-25,S1F0GSD9,0,9506248,0,0,0,12,220745,0,0,25
2278,2015-01-25,S1F0GSHB,0,163875808,0,0,0,91,241058,0,0,25
2279,2015-01-25,S1F0J5JH,0,32808280,0,0,0,8,224287,0,0,25
2280,2015-01-25,S1F0JD7P,0,76734232,0,0,0,58,241308,0,0,25
2281,2015-01-25,S1F0JGJV,0,22262136,0,0,0,8,218495,0,0,25
2282,2015-01-25,S1F0L0DW,0,14586512,0,0,0,7,306764,0,0,25
2283,2015-01-25,S1F0LCTV,0,92586704,0,0,1,12,467947,8,0,25
2284,2015-01-25,S1F0LCVC,0,17784240,0,0,0,8,218510,0,0,25
2285,2015-01-25,S1F0LD15,0,173177384,0,0,0,6,308229,0,0,25
2286,2015-01-25,S1F0LD2C,0,57228040,0,0,0,13,457382,0,0,25
2287,2015-01-25,S1F0PJJW,0,196256704,0,0,0,6,264585,0,0,25
2288,2015-01-25,S1F0QF3R,0,183107120,0,0,0,12,220594,0,1,25
2289,2015-01-25,S1F0RR35,0,144855280,152,0,0,12,280596,0,0,25
2290,2015-01-25,S1F0RSZP,0,98477104,0,0,0,13,271681,0,0,25
2291,2015-01-25,S1F0S4CA,0,200086200,712,0,69,12,207195,0,0,25
2292,2015-01-25,S1F0S4EG,0,158217320,0,0,0,6,261737,0,0,25
2293,2015-01-25,S1F0S4T6,0,236458152,0,0,0,9,271410,0,0,25
2294,2015-01-25,S1F0S65X,0,11140536,0,0,0,8,270722,0,0,25
2295,2015-01-25,S1F0T2LA,0,14849096,424,0,1,10,272824,0,0,25
2296,2015-01-25,S1F0TQCV,0,127679832,0,0,0,8,313650,0,1,25
2297,2015-01-25,S1F13589,0,107691056,0,0,0,16,328576,0,0,25
2298,2015-01-25,S1F135TN,0,22273320,0,0,0,14,325631,0,0,25
2299,2015-01-25,S1F136J0,0,39598808,0,0,25,16,332624,0,0,25
2300,2015-01-25,S1F13H80,0,227003160,0,0,0,9,219460,0,3,25
2301,2015-01-25,W1F03D4L,0,167182768,392,0,0,17,336333,0,5,12
2302,2015-01-25,W1F03DP4,0,69868560,0,8,15,17,331619,240,1080,12
2303,2015-01-25,W1F08EDA,0,13889392,0,2,0,25,574582,0,0,25
2304,2015-01-25,W1F0FW0S,0,232131096,0,0,27,64,200990,8,2,25
2305,2015-01-25,W1F0GCAZ,0,112143880,0,0,0,10,222823,0,0,25
2306,2015-01-25,W1F0KCP2,0,186042872,0,0,0,6,307401,0,0,25
2307,2015-01-25,W1F0M35B,0,42267320,0,0,0,7,263320,0,0,25
2308,2015-01-25,W1F0M4BZ,0,3486208,0,0,0,8,321111,0,7,25
2309,2015-01-25,W1F0NZZZ,0,59623744,0,0,0,34,277953,0,0,25
2310,2015-01-25,W1F0PAXH,0,54898672,0,0,0,14,320572,0,0,25
2311,2015-01-25,W1F0Q8FH,0,184339832,0,0,2,40,233835,0,10,25
2312,2015-01-25,W1F0SGHR,0,191121328,0,0,0,36,274286,0,0,25
2313,2015-01-25,W1F0T074,0,65969872,704,0,10,36,267845,0,0,25
2314,2015-01-25,W1F0T0B1,0,110296744,0,0,0,8,225311,0,0,25
2315,2015-01-25,W1F0TA59,0,37868192,608,0,0,37,274876,0,0,25
2316,2015-01-25,W1F0VDH2,0,228370736,488,0,0,36,275251,0,0,25
2317,2015-01-25,W1F0WBTM,0,1755536,0,2,0,12,262229,0,41,25
2318,2015-01-25,W1F11ZG9,0,147820480,0,9,214,3,334937,0,1,25
2319,2015-01-25,W1F14XGD,0,164247696,824,0,0,12,221481,0,0,25
2320,2015-01-25,W1F19BPT,0,9070048,16,0,0,23,45,0,0,25
2321,2015-01-25,W1F1BFP5,0,96241240,40,0,12,8,139874,0,0,25
2322,2015-01-25,W1F1BS0H,0,234674984,0,0,0,14,283537,0,0,25
2323,2015-01-25,W1F1BZTM,0,232372416,0,0,0,13,43,0,5,25
2324,2015-01-25,W1F1C9TE,0,173485872,8,0,8,10,7490,0,0,25
2325,2015-01-25,W1F1C9WG,0,234317096,0,0,0,13,43,0,0,25
2326,2015-01-25,W1F1CB5E,0,151894344,40,0,0,9,26,0,0,25
2327,2015-01-25,W1F1CDDP,0,142635232,656,0,2,8,190301,16,0,25
2328,2015-01-25,W1F1CJ1K,0,212126336,0,0,0,9,218629,0,0,25
2329,2015-01-25,W1F1DQN8,0,197338256,0,0,0,10,28,0,0,25
2330,2015-01-25,Z1F04GCH,0,128927160,0,0,0,13,309863,0,0,25
2331,2015-01-25,Z1F0B4XZ,0,132551504,0,70,0,10,278261,0,1165,25
2332,2015-01-25,Z1F0FSBY,0,57258232,1992,0,0,6,205435,0,0,25
2333,2015-01-25,Z1F0K451,0,88649640,0,0,0,7,296080,0,0,25
2334,2015-01-25,Z1F0LSNZ,0,63824864,0,318,0,6,309603,0,18,25
2335,2015-01-25,Z1F0LVGY,0,232719672,0,0,0,7,320221,24,0,25
2336,2015-01-25,Z1F0MCCA,0,171624160,0,0,0,12,326066,0,0,25
2337,2015-01-25,Z1F0MRPJ,0,136290568,0,0,0,9,223349,0,0,25
2338,2015-01-25,Z1F0P16F,0,164020088,1088,0,0,7,289606,0,2,25
2339,2015-01-25,Z1F0P5D9,0,215213232,0,0,0,31,273831,0,2,25
2340,2015-01-25,Z1F0QH0C,0,89085456,0,1,0,8,223614,0,0,25
2341,2015-01-25,Z1F130LH,0,88419984,1416,0,0,24,254312,0,0,25
2342,2015-01-25,Z1F148T1,0,189192008,0,0,0,8,198461,0,0,25
2343,2015-01-25,Z1F14BGY,0,182316480,0,0,0,8,203326,0,0,25
2344,2015-01-25,Z1F1653X,0,36044464,0,0,0,8,191009,0,0,25
2345,2015-01-25,Z1F1901P,0,235633192,0,0,0,8,239346,0,0,25
2346,2015-01-25,Z1F1RJFA,0,68552136,1576,1,0,4,332802,0,0,25
2347,2015-01-25,Z1F1VQFY,0,97154192,0,0,0,6,243631,0,0,25
2348,2015-01-26,S1F03YZM,0,130021328,0,0,0,8,224291,0,0,26
2349,2015-01-26,S1F09DZQ,0,127063048,184,0,2,7,398943,0,2,26
2350,2015-01-26,S1F0DSTY,0,61152648,0,0,0,12,458802,0,0,26
2351,2015-01-26,S1F0F4EB,0,81922616,0,0,0,10,225023,0,3,26
2352,2015-01-26,S1F0GJW3,0,49293800,0,0,0,9,226178,0,0,26
2353,2015-01-26,S1F0GKFX,0,240677208,0,0,0,65,240014,0,0,26
2354,2015-01-26,S1F0GKL6,0,224104608,0,0,0,90,238395,0,0,26
2355,2015-01-26,S1F0GPFZ,0,240413672,0,0,0,9,219811,0,0,26
2356,2015-01-26,S1F0GSD9,0,178785016,0,0,0,12,221574,0,0,26
2357,2015-01-26,S1F0GSHB,0,9730208,0,0,0,91,241058,0,0,26
2358,2015-01-26,S1F0J5JH,0,184631976,0,0,0,8,225122,0,0,26
2359,2015-01-26,S1F0JD7P,0,115943960,0,0,0,58,241308,0,0,26
2360,2015-01-26,S1F0JGJV,0,214784216,0,0,0,8,219344,0,0,26
2361,2015-01-26,S1F0L0DW,0,207669496,0,0,0,7,306764,0,0,26
2362,2015-01-26,S1F0LCTV,1,47001646,0,0,7,12,468887,0,0,26
2363,2015-01-26,S1F0LCVC,0,149890760,0,0,0,8,218510,0,0,26
2364,2015-01-26,S1F0LD15,0,106008560,0,0,0,6,308229,0,0,26
2365,2015-01-26,S1F0LD2C,0,74477344,0,0,0,13,458412,0,0,26
2366,2015-01-26,S1F0PJJW,0,116051144,0,0,0,6,264585,0,0,26
2367,2015-01-26,S1F0QF3R,0,52017240,0,0,0,12,220594,0,1,26
2368,2015-01-26,S1F0RR35,0,224982624,152,0,0,12,280596,0,0,26
2369,2015-01-26,S1F0RSZP,0,15852728,0,0,0,13,271681,0,0,26
2370,2015-01-26,S1F0S4CA,0,61571568,712,0,69,12,207195,0,0,26
2371,2015-01-26,S1F0S4EG,0,22227872,0,0,0,6,261737,0,0,26
2372,2015-01-26,S1F0S4T6,0,121952072,0,0,0,9,271410,0,0,26
2373,2015-01-26,S1F0S65X,0,200441536,0,0,0,8,270722,0,0,26
2374,2015-01-26,S1F0T2LA,0,131553208,424,0,1,10,272824,0,0,26
2375,2015-01-26,S1F0TQCV,0,238949872,0,0,0,8,313650,0,1,26
2376,2015-01-26,S1F13589,0,80656536,0,0,0,16,328576,0,0,26
2377,2015-01-26,S1F135TN,0,41481472,0,0,0,14,325631,0,0,26
2378,2015-01-26,S1F136J0,0,103895360,0,0,25,16,332624,0,0,26
2379,2015-01-26,S1F13H80,0,224526872,0,0,0,9,219461,0,3,26
2380,2015-01-26,W1F03D4L,0,84732592,392,0,0,17,336333,0,5,13
2381,2015-01-26,W1F03DP4,0,43613032,0,8,19,17,331619,496,1080,13
2382,2015-01-26,W1F08EDA,0,205605344,0,2,0,25,574582,0,0,26
2383,2015-01-26,W1F0FW0S,0,46413584,0,0,27,64,200990,8,2,26
2384,2015-01-26,W1F0GCAZ,0,76117200,0,0,0,10,223724,0,0,26
2385,2015-01-26,W1F0KCP2,0,133388080,0,0,0,6,307401,0,0,26
2386,2015-01-26,W1F0M35B,0,231437696,0,0,0,7,263320,0,0,26
2387,2015-01-26,W1F0M4BZ,0,198756128,0,0,0,8,321111,0,7,26
2388,2015-01-26,W1F0NZZZ,0,77482312,0,0,0,34,279300,0,0,26
2389,2015-01-26,W1F0PAXH,0,48431144,0,0,0,14,320572,0,0,26
2390,2015-01-26,W1F0Q8FH,0,114580696,0,0,2,40,233835,0,10,26
2391,2015-01-26,W1F0SGHR,0,214267496,0,0,0,36,275487,0,0,26
2392,2015-01-26,W1F0T074,0,84645560,704,0,10,36,269186,0,0,26
2393,2015-01-26,W1F0T0B1,0,24154136,0,0,0,8,226146,0,0,26
2394,2015-01-26,W1F0TA59,0,56504632,608,0,0,37,276212,0,0,26
2395,2015-01-26,W1F0VDH2,0,4012656,496,0,0,36,276584,0,0,26
2396,2015-01-26,W1F0WBTM,0,236084664,0,2,0,12,262229,0,41,26
2397,2015-01-26,W1F11ZG9,0,173135944,0,9,214,3,334942,0,1,26
2398,2015-01-26,W1F14XGD,0,100522920,824,0,0,12,221481,0,0,26
2399,2015-01-26,W1F19BPT,0,37865888,16,0,0,23,45,0,0,26
2400,2015-01-26,W1F1BFP5,0,125255344,40,0,12,8,139874,0,0,26
2401,2015-01-26,W1F1BS0H,0,85128208,0,0,0,14,283537,0,0,26
2402,2015-01-26,W1F1BZTM,0,155513856,0,0,0,13,43,0,5,26
2403,2015-01-26,W1F1C9TE,0,158632816,8,0,8,10,7490,0,0,26
2404,2015-01-26,W1F1C9WG,0,244102752,0,0,0,13,43,0,0,26
2405,2015-01-26,W1F1CB5E,0,62911856,40,0,0,9,26,0,0,26
2406,2015-01-26,W1F1CDDP,0,128378616,656,0,2,8,190301,16,0,26
2407,2015-01-26,W1F1CJ1K,0,118011888,0,0,0,9,218630,0,0,26
2408,2015-01-26,W1F1DQN8,0,15381552,0,0,0,10,28,0,0,26
2409,2015-01-26,Z1F04GCH,0,99109520,0,0,0,13,309863,0,0,26
2410,2015-01-26,Z1F0B4XZ,0,194989464,0,70,0,10,278261,0,1165,26
2411,2015-01-26,Z1F0FSBY,0,1100568,2008,0,0,6,206246,0,0,26
2412,2015-01-26,Z1F0K451,0,120702016,0,0,0,7,296080,0,0,26
2413,2015-01-26,Z1F0LSNZ,0,71255024,0,318,0,6,309603,0,18,26
2414,2015-01-26,Z1F0LVGY,0,164537672,0,0,0,7,320221,24,0,26
2415,2015-01-26,Z1F0MCCA,0,31457592,0,0,0,12,326066,0,0,26
2416,2015-01-26,Z1F0MRPJ,0,126365320,0,0,0,9,224253,0,0,26
2417,2015-01-26,Z1F0P16F,0,127847576,1088,0,0,7,289606,0,2,26
2418,2015-01-26,Z1F0P5D9,0,235706872,0,0,0,31,275142,0,2,26
2419,2015-01-26,Z1F0QH0C,0,38146160,0,1,0,8,224429,0,0,26
2420,2015-01-26,Z1F130LH,0,166160344,2304,0,0,24,254312,0,0,26
2421,2015-01-26,Z1F148T1,0,3933664,0,0,0,8,198461,0,0,26
2422,2015-01-26,Z1F14BGY,0,232796456,0,0,0,8,203326,0,0,26
2423,2015-01-26,Z1F1653X,0,73697232,0,0,34,8,191009,0,0,26
2424,2015-01-26,Z1F1901P,0,52345496,0,0,0,8,239346,0,0,26
2425,2015-01-26,Z1F1RJFA,0,12707168,1576,1,0,4,332802,0,0,26
2426,2015-01-26,Z1F1VQFY,0,185872608,0,0,0,6,243631,0,0,26
2427,2015-01-27,S1F03YZM,0,147081280,0,0,0,8,225628,0,0,27
2428,2015-01-27,S1F09DZQ,0,111134128,184,0,2,7,399857,0,2,27
2429,2015-01-27,S1F0DSTY,0,79611216,0,0,0,12,460150,0,0,27
2430,2015-01-27,S1F0F4EB,0,102832080,0,0,0,10,226405,0,3,27
2431,2015-01-27,S1F0GJW3,0,71154256,0,0,0,9,227537,0,0,27
2432,2015-01-27,S1F0GKFX,0,21680784,0,0,0,65,240014,0,0,27
2433,2015-01-27,S1F0GKL6,0,231254792,0,0,0,90,238395,0,0,27
2434,2015-01-27,S1F0GPFZ,0,14026136,0,0,0,9,221211,0,0,27
2435,2015-01-27,S1F0GSD9,0,198283744,0,0,0,12,222911,0,0,27
2436,2015-01-27,S1F0GSHB,0,36445320,0,0,0,91,241058,0,0,27
2437,2015-01-27,S1F0J5JH,0,204733928,0,0,0,8,226454,0,0,27
2438,2015-01-27,S1F0JD7P,0,199477480,0,0,0,58,241308,0,0,27
2439,2015-01-27,S1F0JGJV,0,233561160,0,0,0,8,220684,0,0,27
2440,2015-01-27,S1F0L0DW,0,228964448,0,0,0,7,306764,0,0,27
2441,2015-01-27,S1F0LCVC,0,26760320,0,0,0,8,218510,0,0,27
2442,2015-01-27,S1F0LD15,0,93305480,0,0,0,6,308229,0,0,27
2443,2015-01-27,S1F0LD2C,0,92962480,0,0,0,13,459738,0,0,27
2444,2015-01-27,S1F0PJJW,0,38235616,0,0,0,6,264585,0,0,27
2445,2015-01-27,S1F0QF3R,0,218116928,0,0,0,12,220598,0,1,27
2446,2015-01-27,S1F0RR35,0,36172512,152,0,0,12,280596,0,0,27
2447,2015-01-27,S1F0RSZP,0,126305352,0,0,0,13,271684,0,0,27
2448,2015-01-27,S1F0S4CA,0,37376040,712,0,69,12,207199,0,0,27
2449,2015-01-27,S1F0S4EG,0,75080168,0,0,0,6,261739,0,0,27
2450,2015-01-27,S1F0S4T6,0,27235104,0,0,0,9,271412,0,0,27
2451,2015-01-27,S1F0S65X,0,89162480,0,0,0,8,270724,0,0,27
2452,2015-01-27,S1F0T2LA,0,189166528,424,0,1,10,272827,0,0,27
2453,2015-01-27,S1F0TQCV,0,81236496,0,0,0,8,313650,0,1,27
2454,2015-01-27,S1F13589,0,197527064,0,0,0,16,328582,0,0,27
2455,2015-01-27,S1F135TN,0,126109184,0,0,0,14,325634,0,0,27
2456,2015-01-27,S1F136J0,0,134959048,0,0,25,16,332626,0,0,27
2457,2015-01-27,S1F13H80,0,113758368,0,0,0,9,219465,0,3,27
2458,2015-01-27,W1F03D4L,0,25029224,392,0,0,17,336333,0,5,14
2459,2015-01-27,W1F03DP4,1,166313728,0,8,19,17,331619,744,1080,14
2460,2015-01-27,W1F08EDA,0,197237664,0,2,0,25,574585,0,0,27
2461,2015-01-27,W1F0FW0S,0,133181464,0,0,27,64,200990,8,2,27
2462,2015-01-27,W1F0GCAZ,0,93880760,0,0,0,10,225042,0,0,27
2463,2015-01-27,W1F0KCP2,0,138942504,0,0,0,6,307401,0,0,27
2464,2015-01-27,W1F0M35B,0,5216640,0,0,0,7,263320,0,0,27
2465,2015-01-27,W1F0M4BZ,0,187980432,0,0,0,8,321111,0,7,27
2466,2015-01-27,W1F0NZZZ,0,121340360,0,0,7,34,280061,0,0,27
2467,2015-01-27,W1F0PAXH,0,57222904,0,0,0,14,320575,0,0,27
2468,2015-01-27,W1F0Q8FH,0,125182576,0,0,2,40,233835,0,10,27
2469,2015-01-27,W1F0SGHR,0,35975392,0,0,0,36,276214,0,0,27
2470,2015-01-27,W1F0T074,0,104511944,704,0,10,36,269964,0,0,27
2471,2015-01-27,W1F0T0B1,0,44275992,0,0,0,8,227480,0,0,27
2472,2015-01-27,W1F0TA59,0,42398352,608,0,0,37,276968,0,0,27
2473,2015-01-27,W1F0VDH2,0,21953240,496,0,0,36,277332,0,0,27
2474,2015-01-27,W1F0WBTM,0,24878632,0,2,0,12,262232,0,41,27
2475,2015-01-27,W1F11ZG9,0,191506688,0,9,214,3,336098,0,1,27
2476,2015-01-27,W1F14XGD,0,218611768,824,0,0,12,221486,0,0,27
2477,2015-01-27,W1F19BPT,0,94812072,16,0,0,23,45,0,0,27
2478,2015-01-27,W1F1BFP5,0,48781648,40,0,12,8,139874,0,0,27
2479,2015-01-27,W1F1BS0H,0,118298032,0,0,0,14,283540,0,0,27
2480,2015-01-27,W1F1BZTM,0,4317360,0,0,0,13,43,0,5,27
2481,2015-01-27,W1F1C9TE,0,244115040,8,0,8,10,7490,0,0,27
2482,2015-01-27,W1F1C9WG,0,200822952,0,0,0,13,43,0,0,27
2483,2015-01-27,W1F1CB5E,0,61133984,40,0,0,9,26,0,0,27
2484,2015-01-27,W1F1CDDP,0,47934200,656,0,2,8,190301,16,0,27
2485,2015-01-27,W1F1CJ1K,0,220257896,0,0,0,9,218633,0,0,27
2486,2015-01-27,W1F1DQN8,0,16278224,0,0,0,10,28,0,0,27
2487,2015-01-27,Z1F04GCH,0,43221096,0,0,0,13,309863,0,0,27
2488,2015-01-27,Z1F0B4XZ,0,69824912,0,70,0,10,278261,0,1165,27
2489,2015-01-27,Z1F0FSBY,0,20563328,2016,0,0,6,207619,0,0,27
2490,2015-01-27,Z1F0K451,0,128244296,0,0,0,7,296080,0,0,27
2491,2015-01-27,Z1F0LSNZ,0,66440504,0,318,0,6,309603,0,18,27
2492,2015-01-27,Z1F0LVGY,0,133656656,0,0,0,7,320221,24,0,27
2493,2015-01-27,Z1F0MCCA,0,221333704,0,0,0,12,326071,0,0,27
2494,2015-01-27,Z1F0MRPJ,0,144121456,0,0,0,9,225641,0,0,27
2495,2015-01-27,Z1F0P16F,0,111964368,1096,0,0,7,289606,0,2,27
2496,2015-01-27,Z1F0P5D9,0,8347584,0,0,0,31,275904,0,2,27
2497,2015-01-27,Z1F0QH0C,0,59034920,0,1,0,8,225812,0,0,27
2498,2015-01-27,Z1F130LH,0,150071776,2464,0,0,24,254312,0,0,27
2499,2015-01-27,Z1F148T1,0,35228576,0,0,0,8,198461,0,0,27
2500,2015-01-27,Z1F14BGY,0,17501896,0,0,0,8,203326,0,0,27
2501,2015-01-27,Z1F1653X,0,108118104,0,0,34,8,191009,0,0,27
2502,2015-01-27,Z1F1901P,0,90192736,0,0,0,8,239346,0,0,27
2503,2015-01-27,Z1F1RJFA,0,196359552,1576,1,0,4,332805,0,0,27
2504,2015-01-27,Z1F1VQFY,0,43842304,0,0,0,6,243634,0,0,27
2505,2015-01-28,S1F03YZM,0,170829816,0,0,0,8,226937,0,0,28
2506,2015-01-28,S1F09DZQ,0,232169504,184,0,2,7,399876,0,2,28
2507,2015-01-28,S1F0DSTY,0,94634080,0,0,0,12,461477,0,0,28
2508,2015-01-28,S1F0F4EB,0,128104624,0,0,0,10,227761,0,3,28
2509,2015-01-28,S1F0GJW3,0,96442824,0,0,0,9,228877,0,0,28
2510,2015-01-28,S1F0GKFX,0,212679280,0,0,0,65,240014,0,0,28
2511,2015-01-28,S1F0GKL6,0,238770656,0,0,0,90,238395,0,0,28
2512,2015-01-28,S1F0GPFZ,0,37817848,0,0,0,9,222542,0,0,28
2513,2015-01-28,S1F0GSD9,0,216879080,0,0,0,12,224314,0,0,28
2514,2015-01-28,S1F0GSHB,0,175078448,0,0,0,91,241058,0,0,28
2515,2015-01-28,S1F0J5JH,0,229988744,0,0,0,8,227801,0,0,28
2516,2015-01-28,S1F0JD7P,0,100304128,0,0,0,58,241308,0,0,28
2517,2015-01-28,S1F0JGJV,0,7684264,0,0,0,8,222045,0,0,28
2518,2015-01-28,S1F0L0DW,0,149079904,0,0,0,7,306764,0,0,28
2519,2015-01-28,S1F0LCVC,0,148683640,0,0,0,8,218510,0,0,28
2520,2015-01-28,S1F0LD15,0,53714008,0,0,0,6,308229,0,0,28
2521,2015-01-28,S1F0LD2C,0,107986520,0,0,0,13,461024,0,0,28
2522,2015-01-28,S1F0PJJW,0,98046816,0,0,0,6,264585,0,0,28
2523,2015-01-28,S1F0QF3R,0,17256744,0,0,0,12,220598,0,1,28
2524,2015-01-28,S1F0RR35,0,126548672,152,0,0,12,280596,0,0,28
2525,2015-01-28,S1F0RSZP,0,239730656,0,0,0,13,271684,0,0,28
